,ANO,Média salarial
0,2008,2.673913043478261
0,2009,2.61304347826087
0,2010,2.5217391304347827
0,2011,2.5347826086956515
0,2012,2.369565217391304
0,2013,2.334782608695652
0,2014,2.3521739130434782
0,2015,2.3173913043478263
0,2016,2.239130434782609
0,2017,2.2
0,2018,2.2608695652173916
0,2019,2.21304347826087
